	text	label
5392	fine ili keep calling seagull beach chicken sound better	0
5393	national hebrew day go pick hot girl	1
5394	porki comment army action india	1
5395	ive told neighbor keep thier pug yard time already	1
5396	dont play	0
5397	muslim ban wouldve stopped	1
5398	woman right islamic country	1
5399	attention lady football season bring sammich get beer get hobby stfu til valentine day	1
5400	meet muhammed	1
5401	think safe challenge accepted	0
5402	welcome generation mental illness glorified	1
5403	blow church open mosque pray terrorist religion	1
5404	hi im sean hannity im destroying conservative movement fox news give platform ignorant white trash anger	1
5405	loading dishwasher back solid move	0
5406	friend find mugshot online	0
5407	letter mental disorder	1
5408	whats th difference dollar jew id give fuck lost million dollar	1
5409	white trash britney spirit animal	1
5410	japan soar highest temperature ever recorded degree thats youre wrong kiddo	1
5411	month born went party dad left mom	0
5412	ilhan omar linda sarsour rashida tlaib	0
5413	raise destroy flag really people want	1
5414	look face discovers blood ahmed raping virgin daughter	1
5415	sends million heaven know jew god chosen people	1
5416	like hit woman black kid guarantee theyre single	1
5417	careful	0
5418	stork might bring baby swallow never	0
5419	black peopple started wearing pant low white people called saggin spell saggin backwards sneaky white people	1
5420	secret good marriage sex least time week least wife	0
5421	gun child gun safety priority	0
5422	dead syrian chemical attack ha rookie number	0
5423	dont let disability stop sportsman	0
5424	enough nazi joke theyre making fuherious	0
5425	stupid people elected help demise	0
5426	meanwhile isi strip club	0
5427	agree hi bro	0
5428	primary got rigged hillary particular reason journalist got charged dnc staffer got shot democrat started blaming russia like everyone forgot dnc rigging primary	0
5429	look nearly fit many ball mouth girlfriend	0
5430	trump transgender military ban best thing ever share agree	1
5431	obama voter	1
5432	indian man marries scratch dot wife forehead see he gas station motel subway restaurant	1
5433	bruce jenner caitlyn jenner	0
5434	face make get asked question think	0
5435	woman wear want dont right ban burka basic democracy	0
5436	hope electoral college get beat ncaa tournament	0
5437	watching news always confuses immigration tax government	0
5438	long story short askies age restriction okay	0
5439	ford want make sure make home included new mustang tool box holder	0
5440	find talk locker room offensive obviously never heard talk restaurant kitchen	0
5441	anjem choudary want removed say insult islam thought fuck share	0
5442	man remembers color eye first date small boob	1
5443	racism exists among race world white people better like thing	1
5444	stoner friend look fridge	0
5445	idea job book say youre wrong	0
5446	think hoe think youre special lol say u	0
5447	see muslim fuck europe attack innocent people european waking	1
5448	definition utter disgust plain black white	1
5449	see public looking hot mess know bill paid child food aint trying impress	0
5450	israel coming next	0
5451	go home stoned eye give nothing away	0
5452	see fuckin told little foil top keep juicy	1
5453	stop editing pic go missing gon na find look like barbie fb chupacabra real life	0
5454	say gunman every time there mass shooting	0
5455	anne frank nude exposed	1
5456	bitch still smell nut breath	0
5457	mixed vegetable	1
5458	mexican road trip	0
5459	freckle cute dont care say	0
5460	whats difference elevator black guy elevator raise kid	1
5461	peaceful people	0
5462	go ahead call cop see cum first	0
5463	finally graduate school usa	0
5464	see better aisians sometime switch fullscreen veiw	0
5465	didnt choose tranny life tranny life choose	1
5466	tit hand put	0
5467	hijab diaper people shit brain	1
5468	stephen miller architect policy seperate child parent border jew soul nazi	1
5469	good thing small package	0
5470	tag friend tell found baby pic	0
5471	allah akbar next thing know everyone dead	1
5472	im leading trump landslide new poll done	0
5473	allah pig fucker	1
5474	take first sip mcdonalds sprite kwispy	0
5475	sacred cross let call friend who expert holy relic	0
5476	better pout beter cry better scream im going dry	0
5477	ay tone howd da gas stay da door made wood	0
5478	happens dont spank kid	0
5479	official muslim refugee checkpoint	0
5480	even got job congress american stupid yepand beat usa immigration sytem marrying brother	1
5481	finally month	0
5482	aboard jew jew train	0
5483	youve hungerstruck	1
5484	whats difference elevator black guy elevator raise kid	1
5485	pick cotton get white work dont black people like aspirin	1
5486	hello chocolate paradise princess im albert	0
5487	asian	1
5488	captain vagina hit purse	0
5489	thug life	0
5490	thats picture brave individual	0
5491	snake mouth make fucking sense	0
5492	dont think food expendable everyone get	0
5493	everywhere eats africa dont	1
5494	like woman like like sub	0
5495	stupid people carry sign let others know theyre stupid	1
5496	ford owner blew rod wasnt talking engine	0
5497	portrait psychopath	0
5498	new call duty come youre already camping	0
5499	last day scoffer ridiculer denier mocker following lust	0
5500	international woman day bitch please back kitchen	1
5501	space reverse cowgirl doggy style position	0
5502	gift card blockbuster	0
5503	gave crown thorn whipped hot came twice	0
5504	ask jewish girl number start rolling sleeve	1
5505	got church kidding im fucking retarded	1
5506	whatcha thinking wind speed direction humidity distance drop rate	1
5507	whats difference feminist suicide vest suicide vest actually accomplishes something triggered	1
5508	aint sandwich shes gone	0
5509	dont drug boy girl	0
5510	get gold elizabeth stole africa	1
5511	jewish prisoner liberated ussr auschwitz colorized	1
5512	friday night like	0
5513	im saying alien alien	0
5514	christianity making white people stupid past year	1
5515	anyone know get rag there floor mosque	1
5516	fuck bank fuck indian	1
5517	overdose	0
5518	everything going wrong youre positive	0
5519	feel military spouse	0
5520	black dick aint cutting anymore	0
5521	dont always fuck midget go ball deep	0
5522	pray lord saviour bless melon	0
5523	dog look like black people dog look like asian dog look like white people	1
5524	thats right goat fucker ill triple tap muslim as	1
5525	pakistani indian page post post	1
5526	fit ship	0
5527	youre telling cant pick bedtime pick gender	1
5528	expensive gas bill nazi coming	0
5529	met gala celebration	0
5530	mental illness transgender rejection reality lead anxiety depression case selfmutilation andor suicide thats healthy	1
5531	la cosas ma gratis free stuff case missed debate free stuff free stuff even free stuff	0
5532	whats deal black people theyre black theyre people	1
5533	slavery cellphone plantation like fuck massah	1
5534	ultimate cuddle buddy give lot pet treat	0
5535	look face killing someone	0
5536	african girl suffering face deformity	0
5537	generation get loan repaid full government month get government	0
5538	ever notice christian horrible driver	0
5539	look sucked dick ball baking soda	0
5540	anyone say white people cant jump obviosly hasnt seen footage white people cant jump	1
5541	dike look theyre line paying pad	1
5542	im going pee house	0
5543	ohhh see found bitch without peanut butter	1
5544	probably arguing little shit	0
5545	want sharia law well go home	1
5546	realize put dick crazy	0
5547	go gay somewhere else	1
5548	woman tell society single	0
5549	someone using oven cuz smell gas	1
5550	cult thank believing bullshit	0
5551	brace coming	0
5552	eat as	0
5553	ever tried ethiopian food neither	1
5554	remember past save future	0
5555	brown flush	0
5556	sandwich	1
5557	good see john good luck election	0
5558	youre telling cant bring peanut butter school bring measles	0
5559	steve life parent work one family middle name facebook name like javeon doingbigthings jackson everyone family swim	1
5560	dont think porn finished downloading	0
5561	hello lgbtq friend pride month free shot everyone	0
5562	im exmuslim islam mean submission wont submit life delusion child rapist	1
5563	chelsea clinton ugly give head count anal	0
5564	many mass shooting must orchestrate give gun	0
5565	declaration war family friend hold dear	0
5566	order come white privilege discount brings total	0
5567	rohingya refugee boy study quran	0
5568	weekend like	0
5569	dude youve got ugliest dog ive ever seen	0
5570	trump thinking cant lose	0
5571	know black guy well hung cant fit finger rope neck	1
5572	there shame pride	0
5573	achmed im pregnant	0
5574	muslim defund homeland security muslim congress	1
5575	said glass juice gas jew	1
5576	need job democrat party hiring experience intelligence required	0
5577	say dude blew tire	0
5578	hey bag weighs graam	0
5579	hahaha fucking idiot	0
5580	im camp still cant concentrate	1
5581	face noncar people make tell blew tranny	1
5582	friend insists paying dinner still want contribute tip come let	0
5583	environmentalist love animal	0
5584	simple really white people stupid dumb shit like time	1
5585	im transphobic dont like em	1
5586	heartbreaking weep limp dick everyday	0
5587	oh boy cant wait clean shower guard taking u	1
5588	need top news	0
5589	winnie pooh disney classic	0
5590	monkey often pick bug snack	0
5591	kitten cant find box	0
5592	looking peace praying peace	0
5593	funny mother fucker	0
5594	storm cant rape u	1
5595	fuck mom gon na kill fuck mom gon na kill	0
5596	enemy within ilhan omar linda sarsour rashida tlaib ocastocortez	0
5597	islam religion peace piece piece	0
5598	thats way allah allah like	0
5599	hey canada getting wall fucking snow mexican	1
5600	goal accomplish goal done promised planned	0
5601	dumb	0
5602	six kid husband job food stamp back income tax	1
5603	imagine disgusting law try stop normal people hating	0
5604	thats load magazine gun	0
5605	assad son smarter lol hamid	0
5606	reason mary got pregnant god gay needed surrogate	0
5607	terrorizes doesnt something wrong	0
5608	mean funny isnt saying hoe mad	0
5609	max intelligence put nothing agility	0
5610	want win want	0
5611	asian driver test went expected	0
5612	oh hundred white people year culture destroyed reaces first time	0
5613	must time liberal bullshit	0
5614	make yr old cry twice wipe bloody cock teddy bear	0
5615	look find fbi michelle obama aint answering phone	0
5616	boy kneeling african tonight	0
5617	peace give war	0
5618	asked mom whats dinner	0
5619	last time let uncle larry babysit	0
5620	paper white paper beat rock	0
5621	cracker gon na crack	0
5622	alright girl smiiiiile	0
5623	feminist literature mean cookbook	1
5624	somehow went american hating radical muslim antisemites socialist congress foreign intelligence committee hell happen	1
5625	greatest news manufacturing century	1
5626	dirty immigrant scum	1
5627	pimp hand strong enough man made teaching	0
5628	norway work dinner	0
5629	decide go full gas	0
5630	girl like jelly bean theyre good except black one	1
5631	reaction home invasion non gun owner gunna die gun owner im huckleberry	0
5632	kill million death fucking camper	0
5633	hope team lose	0
5634	saddle motherfucker time play cowboy muslim	1
5635	black boyfriend white boyfriend	1
5636	whats difference jew pizza pizza doesnt scream oven	1
5637	feminist extreme	0
5638	said mr president there walmarts north korea target	1
5639	amsterdam red light district isalamabad red light district	1
5640	best thing blowjob know shes gon na swallow	0
5641	chocolate melt	0
5642	dont let sit long	0
5643	islam religion peace let celebrate killing infidel beating woman	1
5644	hurry join u play	0
5645	another khuuun tiger wood claim he black despite father black	1
5646	kill messenger cant kill message	0
5647	welcome home	0
5648	han ja get auschwitz	1
5649	thank god as needed break	0
5650	god wasted good asshole put teeth mouth	0
5651	bought house housepoor	0
5652	pork unclean ever smell one goat fucker	1
5653	hear heaven huge pasture pretty goat woman	0
5654	cant trust dont need	0
5655	black like	0
5656	must follow religion radical muslim youre welcome follow religion youd like moderate muslim	0
5657	terrorist	0
5658	really shocked wife gave birth baby black anything woman cant burn	1
5659	finally trim month growth pubes oh peter	0
5660	know chinese eat dog savage disgusting	1
5661	one white people nod	0
5662	sense humor dark pick cotton	1
5663	transgender people problem head crotch	1
5664	sit kid tell met mother	0
5665	never forget	0
5666	letter mental disorder	0
5667	uncle aint hair aint kid thanksgivingclapback	0
5668	pace secondary heritage trail woman dont let female look fool realistically retarded male homosexual wearing woman suit	1
5669	protect america boatload refugee fleeing scandinavia socialist tyranny	0
5670	nana addo compare difference	1
5671	literally social medium respect woman irl bang dishwasher respect woman	1
5672	think muslim sympathizer somehow keep u killing special kind stupid	1
5673	look like youre pregnant im pregnant look like	0
5674	sure whats fridge dishwasher get big load	1
5675	mohammed im pregnant	1
5676	havent stolen anything week	0
5677	allah clearly said quran ch verse aayega modi hi	0
5678	america suck conservative racist rich people evil give money democrat	0
5679	go date get stood	0
5680	dont let anger hate ruin life take example	0
5681	hmmm minyoda beat woman must	1
5682	remember	0
5683	mam though	1
5684	caitlyn jenner good hair day	0
5685	remove polish chemical nobody bat eye remove polish chemical everybody lose shit	1
5686	take pic think cumming mouth	0
5687	im black even teeth behind bar	1
5688	michelle obama without makeup	1
5689	accidentally fall toilet	0
5690	short history u president	0
5691	image	0
5692	make america great	0
5693	dont like way thing feel free mind fucking business	0
5694	somethings bad happens medieval europe jew swear guy long nose	1
5695	early get head start exposing fuckery	0
5696	good morning	0
5697	post going hate review n looking good	0
5698	still waiting uber eats	0
5699	bass drop right	0
5700	move away india find cant shit street	0
5701	four good reason reelect trump	0
5702	best way get chewing gum hair	0
5703	youre old first school book	0
5704	im directing traffic accident scene citizen asks happened shark attack	0
5705	im firm believer seperation islam planet	1
5706	new hire try tell job fuck	0
5707	vitiligo look like	0
5708	black guy as fat asian guy titty big white guy shes step sister	1
5709	scientist discovered lot intelligent dna unfortunately spit	0
5710	wish jew happy brithday	1
5711	lyin thinking lyin really lyin got done lyin	0
5712	friendly reminder hooker con man white house fucking thing	0
5713	andy shes nut	0
5714	eating chinese resturant hear dog barking kitchen	1
5715	hate racist joke heard juan heard jamal	0
5716	uber driver arrives youre probably safer driving drunk	1
5717	dumbass fucking white people marking internet opinion like dog pissing fire hydrant sarah jeong nyt editor new york time	1
5718	here painting handbook terrorist	1
5719	black man invention	0
5720	world leader supermodel mass murderer tranny satan daughter peanut farmer walk funeral	1
5721	follow politics think party tell lie	0
5722	see black guy store isnt trying steal anything impossible	1
5723	goat humper look like bunch pig walked grave	0
5724	precious moment daddy finally turn dance recital	0
5725	youre asking people cent day money fly make commercial	0
5726	bank took house must tough	0
5727	grandpa tractor never broke	1
5728	im sorry made chewbacca sound maybe shaved next time	0
5729	taking photo mosque	0
5730	havent stolen anything week	1
5731	trump said immigrant come steal wife great example stole speech	1
5732	left lane need exit right right lane need exit left here foot make happen	0
5733	man dog dog companion	0
5734	ilhan omar sporting beautiful purple hijab	0
5735	white kid like im killing everybody	0
5736	look im european	0
5737	get man never lay finger walk life	0
5738	never let someone done nothing tell anything	0
5739	yea could go ahead explain meme thatd great	0
5740	life handed lemon fucked gave lemonaids	0
5741	photo survivor liberated auschwitz birkenau camp colored	1
5742	terrorist muslim democrat	1
5743	starving mexican monkey eating peanut	1
5744	dark humor like never get old	0
5745	immigrant wave flag invader	0
5746	post something offensive someone try explain offensive	0
5747	dont always marry first grader wait third grader violate like goat stay violent brutal backward friend	1
5748	cool tank drive away explosion without looking back	0
5749	bro ask co aint pop door	0
5750	weeeee im back home	0
5751	hide go seek champion july august	0
5752	pictured black girl naked today get std	1
5753	danish bacon gon na rock world	0
5754	men frustrating cant ever get date im lonely	0
5755	racism realizing specie	1
5756	defeat men like protest held voice heard	0
5757	hope father jeffrey doesnt go dry today	0
5758	give look	0
5759	die go heaven wait doggo join	0
5760	one drop semen contains life drop blood dont vampire suck cock oh waittwilight	0
5761	need jesus	0
5762	muslim defund homeland security muslim congress	1
5763	healthcare right government pay gun right government pay pay	0
5764	u stop shy around new people u start getting annoying like	0
5765	english spanish press speak gorilla	0
5766	bet lived happily married	0
5767	isnt way there always better way	0
5768	baby look like pay child support	1
5769	said wanted see kid came eye	0
5770	see black people getting trolled internet	0
5771	never see refugee america thing turn shit dont run another country dust gun fix	0
5772	whats hardest part eating vegetable wheelchair	1
5773	meanwhile isi strip club	0
5774	make pool	0
5775	hate people drive truck like get rape	0
5776	squad get lit	1
5777	perk friend youll normal one	0
5778	dont know shes fixing mine broke	0
5779	call goat greatest time	0
5780	show american ghetto ill show place white democrat power	0
5781	current mood ill beat motherfucker another motherfucker	0
5782	islam religion peace dont believe blow	1
5783	slipnslide fun youll ever getting hurt	0
5784	name bob bob	0
5785	catch goat another man ya done fucked	0
5786	ok let kill	0
5787	baked potato everyone	0
5788	dishwasher broken take back walmart get new one	1
5789	girl im transgender boy try impress im mentally ill	1
5790	jack jill went hill jack could lick candy jack got shock mouthful cock cause jills real name randy	1
5791	oh addiction isnt disease started choice tell chlamydia crotch isnt disease yet started choice	0
5792	happy muslim family	0
5793	safe sex isi style	1
5794	dad humanity dont know son zionist	1
5795	fuck jew religious extremist cant make fun print money slave worship	1
5796	smh kid day rely much technology	1
5797	racist mean dont want country turned pile rock goatshit ruled barbric cult im racist	1
5798	mom tell clean room cleaned	0
5799	going grandma night tasted horse semen stopped second thought myselfis died	1
5800	mom make best sandwich	0
5801	seen bag	0
5802	nobody knew got knee	0
5803	steak recipe destroy someone	0
5804	realize ginger nword rearranged	1
5805	girl reaction teacher say get class boy reaction gorilla fuckin coupe reaction	1
5806	loudest one room weakest one room	0
5807	dont want trump face mount rushmore want chisled onto moon liberal mexican muslim never get good night sleep	1
5808	fuck looking	0
5809	pray sin	0
5810	hindu terrorism india say isnt true respect opinion	0
5811	remove polish chemical nobody bat eye remove polish chemical everybody loses shit	1
5812	elmo laugh show trannys chromosome need able call man	1
5813	look son another terrorist attack peaceful muslim	1
5814	school shooter finally leaf hottest girl class laying dead floor free real estate	1
5815	im racist shadow black	1
5816	bitch like got money though	0
5817	recent survey reported men dont know turn dishwasher find licking nipple light fingering usually trick	1
5818	shitter clogged	0
5819	never get straight answer	0
5820	jesus take wheel carlos take stereo ill take lookout	0
5821	idea black going	1
5822	god created	0
5823	dishwasher acting weird whats chopping fucking vegetable	0
5824	one boyfriend slept another girl ill never trust men	0
5825	putn ham mohamed	0
5826	solution mexican paying wall leave illegals hanging around border	1
5827	ride first selfdriving car	0
5828	good morning gamers let go kill trannies	1
5829	see	0
5830	potato minus poo quick math	0
5831	leo varadkar star tranny without fanny coming soon dail anal	1
5832	havent seen new jesus appearance pancake hope he okay	0
5833	like men even gay girl buttholes know	1
5834	fuck goat allah great	1
5835	ever studied history jew know always banded together tribe infiltrated government monopolized financial system nation instigated war intentionally created chaos society jew mass murdered million non jew century theyve seized control medium youll never find study history jew	1
5836	jet fuel arab boxcutters	1
5837	shoot guy	0
5838	youre looking people hot summer bod feel sorry taco tuesday must missed	0
5839	realized know dont want bathroom wife	1
5840	im asshole im hemorrhoid irritate asshole	0
5841	text sent sister fwd ppl u die car crash died car crash	0
5842	youre fucking wan na make sure he stealing anything	0
5843	girl squirter sever artery	0
5844	suspected youre stupid angle well	0
5845	sorry trump prefer president werent captured putin	0
5846	relax mexican rapist drug lord criminal	1
5847	people talk weed forget birthday sad racist noise	0
5848	offensive joke ever written africa mosquito net le mosquito would die needlessly aid	1
5849	whats wrong happy	0
5850	feel blacksmith	0
5851	little hood little hippie	0
5852	ultimate terrorist lure position decoy wait	1
5853	evolution peeling banana busting cap	0
5854	probably asked wrong question	1
5855	wont let come home would anything love	0
5856	girl period offer anal alternative garbage chute flyboy	0
5857	back day blowin tranny car trouble	1
5858	solder ready die country	0
5859	patriarchy men fun dying female oppressed inside comfortable concentration camp called home	1
5860	meanwhile isi strip club	0
5861	hmm nice day marry daughter behead kafir	1
5862	peaceful solution fail know old problem require old solution	1
5863	record black employment record black welfare record black imprisonment	0
5864	asked romantic sex stick lit candle as	0
5865	hold hookah pipe come interracial marriage many brother marrying sister	0
5866	men pig oink louder others	1
5867	youre population pedophile	1
5868	need stolen funny offensive meme posted right expeditiously	0
5869	donald welcome show sir want show	0
5870	randomly deciding bake something	0
5871	kid actually transgender	1
5872	japan think youre gon na invade mainland	1
5873	much abdul tried could get fucker first gear	1
5874	immigrant illegal alien	0
5875	white kid shoot school day planned bomb	1
5876	meanwhile isi strip club	0
5877	school shooter finally leaf hottest girl class laying dead floor free real estate	1
5878	jamal im pregnant	1
5879	see here mistake added fuck didnt give	0
5880	mean unless shes dyslexic	0
5881	see muslim muslim see u	0
5882	im looking democrat restroom	0
5883	thats daughter thats wife yet world silent	1
5884	jihadi magazine miss december	0
5885	bos volunteer next suicide bombing	1
5886	next trick ill make democrat defend rat	0
5887	see dead people call phone complain trump	0
5888	go winchester pint wait blow	0
5889	im racist racism crime crime	0
5890	jesus christ may people loaf bread fish adolf hitler made million jew toast	1
5891	cut muslim child neck instead dick bomb defused	1
5892	allowed free home benefit man allowed die street serving country	0
5893	watching vegetable grow	1
5894	large big mac onion	0
5895	meanwhile isi strip club	0
5896	fellow kid new highly approachable candidate eager share beer	0
5897	offends might lack toe intolerant	1
5898	wife called good husband thats huge compliment	0
5899	im voting trump whitetrash life matter hoosier state	1
5900	im moderate muslim mean muslim putting bomb bus raping child ill telling islam peaceful protesting insult religion lobbying government take away free speech	1
5901	forcing child religion child abuse religion taught natural	0
5902	picked new pillow dishwasher flee market winner winner chicken dinner	1
5903	went outside today yolo	0
5904	influence election haha thats hoax	0
5905	trump supporter like make america great	0
5906	every place meet spot school	0
5907	shirt tight barely fit	0
5908	howdy yall	0
5909	cute little baby bacon	0
5910	kathy bates movie waterboy	0
5911	god see people claiming two gender isnt decision	1
5912	russia freesentsov freekolchenko	0
5913	said couldnt come barbecue always burn frank	1
5914	first friday prayer islamic holy day	0
5915	abosrdum thats hate doubt science established historical record	0
5916	nein danke im happy gas supplier	1
5917	funny one maybe ill kill last	1
5918	whole world earth round buhammad nibba flat goatfucker	1
5919	queer could raining titty would still get hit face dick	1
5920	hindu terrorism india say isnt true shoot dead	1
5921	government austrailia start helping black communist murdered killed brutally white south african	0
5922	chimpanzee one animal kiss like human	0
5923	karen help u camouflage crackhouse	0
5924	border wall voter id law figure yet	0
5925	islamic state soldier celebrating kill	0
5926	white people like black people like look dumb as crackas sittin middle damn road	1
5927	fucking aye	0
5928	dont crime cant time	0
5929	drink bleach white inside	0
5930	hardest part eat vegetable	0
5931	math cant afford cat	0
5932	many mexican take build oh wow theyre done	1
5933	thats fucked like	0
5934	people religion reading book	0
5935	good heart go long way	0
5936	believe ive got virgin goat sell	1
5937	play card right skip prison	0
5938	youre part real suicide squad	1
5939	trump born christian	0
5940	collect reparation check	0
5941	snake mouth make fucking sense	1
5942	pussy fight	0
5943	turn light realize fisting wrong hole	0
5944	mom wont let use oven jewish friend	1
5945	dodge owner like dont take picture	0
5946	monkey often pick bug snack	0
5947	knock knock who bitch obviously	0
5948	there nothing ridiculous republican gave u sham hearing benghazi say investigation trump actual crime waste time	0
5949	last thing trnsexual see get sent hell	1
5950	youre shooting school cop shoot black kid thats running away	1
5951	pride week	0
5952	hiding need see tax return let stop right hillary deleted email used bleach bit hard drive destroyed phone hammer right talk people hiding anything truth uncensored	0
5953	arent tried joke	0
5954	woman think theyll economy collapse v theyll actually	0
5955	slave south uneducated false master	1
5956	recorded talak abbu voice play front mum becuase wan na fuck divorce ye hai digital buslim	1
5957	saw standing told three beautifull child didt get pissed threaten honest mistake	1
5958	wait mohammad come back didnt mean laugh really size doesht matter lol	0
5959	find spongebob jewish	0
5960	laugh throwing gay tall building	1
5961	whats burning	0
5962	dark humor	0
5963	knowing white people he probably father	1
5964	dishwasher stop working slap as tell get work	1
5965	name something female say sucking dick	0
5966	ku klux klan killed black span year since black killed black chicago alone	0
5967	need like new zealand new zealand banned rifle move new zealand bitch	0
5968	party tonight im	0
5969	jew truth antisemitic	1
5970	shes say date black guy	1
5971	said would never forget havent	0
5972	im asshole im hemorrhoid irritate asshole	0
5973	white person tell happy cinco de mayo know deep heart eywant deported sepasanmemes fucker	1
5974	time play rich v constitution	0
5975	cannibalism	1
5976	secret successful marriage keep stomach full ball empty	0
5977	believe victim victim kavanaugh candace owen	0
5978	already started eating someone say let pray	0
5979	every woman need good sucking vacuum cleaner	1
5980	teaching hunt young	0
5981	xzhibit wearing new jewery	0
5982	yes donald sound good built wall	0
5983	catch goat another man	0
5984	jewish	1
5985	oh he using sex stop bitching sex awesome complain he using laundry human shield	1
5986	gay way home pride week	0
5987	hitler favorite race nazi jew	1
5988	trade already fucked chicken	1
5989	see muslim muslim see u	0
5990	got kicked hospital apparently sign stroke patient meant something completely different	1
5991	white folk announce case cured hiv patient murdered already	0
5992	play uno thats racist steal green card	1
5993	woman know husband widow rest u sit make another cup tea	1
5994	said couldnt	0
5995	israel war dont fight soldier kill innocent men woman child distance	1
5996	leave dog behind	0
5997	doesnt computer still play minesweeper	1
5998	july first open military transgender people isnt coast guard	1
5999	im old remember telling people eat as insult snack offer	0
6000	chow mein point	0
6001	gender want mentally ill	1
6002	every man need decent coffee maker	1
6003	dont limited circumstance achieve anything	0
6004	stalin invade u break agreement hitler quicksaving	0
6005	met crazy love bath salt look tasty	0
6006	wife threw caught measuring cock reach back sister throat	0
6007	meanwhile isi strip club	0
6008	dont blame people disappointing blame trusting	0
6009	love listening music	0
6010	cant homicide race	1
6011	youre complete piece trash sheeple still like youre black	1
6012	rev al sharpton gorilla black unarmed	1
6013	wife asked id like buried apparently ball deep sister wasnt answer expecting	0
6014	wow upset	0
6015	hello mengele think one experiment escaped	1
6016	transsports allowing medicore male athlete finally become champion	1
6017	want hear anymore gun control person making easy iran obtain nuclear weapon	0
6018	ordered new anne frank puzzle	1
6019	latino thats like roach raid	1
6020	da unbleeble wyness wypipo kongqueesha washington contributor errythang wypipo iz raysuss ebull das wy neeb keel dem	1
6021	jew exsist hitler itd lot cooler didnt	1
6022	leftist logic bad russia interfere election ok illegal immigrant vote	0
6023	hard day work mohammed tired	0
6024	anything happens woman blame thats right fault definitely	0
6025	nosey fucker follow tattle fuck	0
6026	mfw local tranny get lynched	1
6027	keep yelling motherfucker youre playing call duty	0
6028	hitting crime time people understood	0
6029	nut arab girl normal orgasm supposed explode	1
6030	play stupid game win stupid prize	0
6031	there joke somewhere indian socialist smeller mistress homosexual terrorist lover walk bar	1
6032	ugly dont choice	1
6033	crawling mein skin jew heil	1
6034	remember needed bang tv get working tired dishwasher shes pregnant	1
6035	instagram notifies someone going live fuck got ta	0
6036	ask kid miss class lot bald start cry right keep vour secret	1
6037	cook clean suck mean dick got ta work	0
6038	wheres jaw need	0
6039	dream thats belt	0
6040	prospective without white	1
6041	dont hate woman minority bro thats pretty cringe	1
6042	goofy fuckin black people	1
6043	pour bowl coco puff realize youre outta milk	1
6044	hmmm shall arrest first brennan clapper comey obama	0
6045	good luck hillary dont blow	0
6046	muslim slaughtering million innocent people across hundred country finally someone give taste medicine	1
6047	mom mopping floor tell pick foot	0
6048	im boob	0
6049	told youre going fun camping trip	0
6050	found wife cheating ya allah	0
6051	grow lol nevermind	1
6052	yeah im fitness fitness whole pizza mouth	0
6053	call nun wheelchair virgin mobile	0
6054	boy devil	1
6055	everyday understand phrase im getting old shit even deeper level	0
6056	matter anyone tell racism ok	1
6057	putn ham mohamed	1
6058	moment threesome	1
6059	there one hold hand put hand pocket continue	0
6060	jewish invention	1
6061	post offend tell one post ten like sensitive little bitch	0
6062	yr improved life million illegal alien every muslim terrorist group basically everyone could except one country responsible	0
6063	guess got reported weak minded asshole	0
6064	see anybody trump cabinet restaurant department store gasoline station create crowd push back tell theyre welcome anywhere maxine water june	0
6065	leg arent shaking done youre done	0
6066	rep omar accuses trump bigoted toward lgbt agree mind	0
6067	know prick lying sphincter nose moving	0
6068	went full goat fucker never go full goat fucker	0
6069	man trash pig treasure	0
6070	men pig hate cant ever get date im lonely	1
6071	always nice feeling wear nicely washed pant	0
6072	want accepted yet therent able accept	0
6073	playing old piano found jew attic	1
6074	thing hinders motivation	0
6075	letter mental disorder	0
6076	ever tried ethiopian food neither	0
6077	say dont cum know shell make great single mother	0
6078	sea monkey	1
6079	sea monkey	0
6080	nuke aimed israel damn jws dont stop pretending white wipe israel fucking map	1
6081	official white house holiday ornament	0
6082	look muddafucka even know thats fucking retarded	1
6083	beating thing make work	1
6084	people talk trash youre bigger person	0
6085	chinese food show completely uncooked	1
6086	dont push someone away expect still youre ready	0
6087	problem solution	0
6088	bout high fuck	0
6089	ya gon na call goat fucker	0
6090	forget take trash threw chinese day	0
6091	terrorizes doesnt something wrong	0
6092	welcome home sodomite time eternal suffering	1
6093	mr obama honor	1
6094	wanted fled kitchen	0
6095	whats worse female driver	1
6096	apparently british public cant put finger problem	0
6097	baby arent actually people jew arent actually people murder murder abortion	1
6098	wait line dmv school	0
6099	back must hurt	0
6100	youre jeffrey dahmer get asked dumped body	0
6101	catch goat another man	0
6102	im free mo texting	0
6103	thought something funnier holocaust	1
6104	influenced great britain bloody european say knobheads trying copy something french week ago	0
6105	lurking page waiting popup disagree	0
6106	fuck bank fuck indian	0
6107	mexican black joke hear juan jamal	1
6108	chinese food show completely uncooked	0
6109	gender man woman type queer	1
6110	siri take home starting route jail	1
6111	norway rape dinner	1
6112	adam schiff democrat house intelligence chairman record seen overwhelming evidence mueller report delivered collusion investigation ask clown exactly seen	0
6113	fucking year old fucking five year old fucking dead year old year	1
6114	jewish prisoner trying escape auchschwitz shower colorized wwii jew escaping hitler rath	1
6115	islamic warrior funeral palestine	0
6116	youre muslim oil	0
6117	happy birthday dickhead	0
6118	dont get started tranny problem	1
6119	youre nut deep nasty hooke feel something bit dick there baby dumpster	1
6120	kill elect u congress stupid infidel	1
6121	dude stop smoking gon na harm dude stop	0
6122	islam cancer treat radiation	1
6123	four year bachelor ive worked master	0
6124	think pedophil hould execut	0
